seed,feature,coefficient,absolute_coefficient,coefficient_space
45,ACK Flag Cnt,0.0033327528933646115,0.0033327528933646115,after_train_only_standardization
45,URG Flag Cnt,-0.22200425457465195,0.22200425457465195,after_train_only_standardization
45,CWE Flag Count,0.0,0.0,after_train_only_standardization
45,ECE Flag Cnt,-0.18845157315811834,0.18845157315811834,after_train_only_standardization
45,Down/Up Ratio,-0.5640334251931847,0.5640334251931847,after_train_only_standardization
45,Pkt Size Avg,0.5131368223986879,0.5131368223986879,after_train_only_standardization
45,Fwd Seg Size Avg,0.840311513771186,0.840311513771186,after_train_only_standardization
45,Bwd Seg Size Avg,-0.7224399804554089,0.7224399804554089,after_train_only_standardization
45,Fwd Byts/b Avg,0.0,0.0,after_train_only_standardization
45,Fwd Pkts/b Avg,0.0,0.0,after_train_only_standardization
45,Fwd Blk Rate Avg,0.0,0.0,after_train_only_standardization
45,Bwd Byts/b Avg,0.0,0.0,after_train_only_standardization
45,Bwd Pkts/b Avg,0.0,0.0,after_train_only_standardization
45,Bwd Blk Rate Avg,0.0,0.0,after_train_only_standardization
45,Subflow Fwd Pkts,-0.5764757658435854,0.5764757658435854,after_train_only_standardization
45,Subflow Fwd Byts,-1.1475944012276271,1.1475944012276271,after_train_only_standardization
45,Subflow Bwd Pkts,-1.3581402892197483,1.3581402892197483,after_train_only_standardization
45,Subflow Bwd Byts,-0.7910252623606417,0.7910252623606417,after_train_only_standardization
45,Init Fwd Win Byts,0.8900361321263847,0.8900361321263847,after_train_only_standardization
45,Init Bwd Win Byts,-0.4181511585145696,0.4181511585145696,after_train_only_standardization
45,Fwd Act Data Pkts,-0.4171380553670029,0.4171380553670029,after_train_only_standardization
45,Fwd Seg Size Min,8.80896611867129,8.80896611867129,after_train_only_standardization
45,Active Mean,-0.050222826173870506,0.050222826173870506,after_train_only_standardization
45,Active Std,0.07873245171447463,0.07873245171447463,after_train_only_standardization
45,Active Max,-0.12383936619420206,0.12383936619420206,after_train_only_standardization
45,Active Min,-0.10482387816121384,0.10482387816121384,after_train_only_standardization
45,Idle Mean,0.06869070832479976,0.06869070832479976,after_train_only_standardization
45,Idle Std,-0.12056997205365563,0.12056997205365563,after_train_only_standardization
45,Idle Max,0.24926894494696647,0.24926894494696647,after_train_only_standardization
45,Idle Min,0.04204166485936945,0.04204166485936945,after_train_only_standardization
46,Dst Port,-8.407565045433081,8.407565045433081,after_train_only_standardization
46,Protocol,0.49764482319797765,0.49764482319797765,after_train_only_standardization
46,Flow Duration,-1.2261754177286845,1.2261754177286845,after_train_only_standardization
46,Tot Fwd Pkts,0.34356353130620004,0.34356353130620004,after_train_only_standardization
46,Tot Bwd Pkts,-1.577350860449017,1.577350860449017,after_train_only_standardization
46,TotLen Fwd Pkts,-0.8939139423897523,0.8939139423897523,after_train_only_standardization
46,TotLen Bwd Pkts,-1.0687271513469665,1.0687271513469665,after_train_only_standardization
46,Fwd Pkt Len Max,-0.6752359268067288,0.6752359268067288,after_train_only_standardization
46,Fwd Pkt Len Min,0.46121057168996976,0.46121057168996976,after_train_only_standardization
46,Fwd Pkt Len Mean,1.1299186405077097,1.1299186405077097,after_train_only_standardization
46,Fwd Pkt Len Std,0.9749319468633976,0.9749319468633976,after_train_only_standardization
46,Bwd Pkt Len Max,0.5365635475090281,0.5365635475090281,after_train_only_standardization
46,Bwd Pkt Len Min,-0.4760335251768071,0.4760335251768071,after_train_only_standardization
46,Bwd Pkt Len Mean,-0.5800208560720996,0.5800208560720996,after_train_only_standardization
46,Bwd Pkt Len Std,2.452365080093829,2.452365080093829,after_train_only_standardization
46,Flow Byts/s,-0.8548110315614037,0.8548110315614037,after_train_only_standardization
