replicate,resampling_unit,n,prevalence,precision,recall,f1,pr_auc,mcc,fpr,tp,fp,tn,fn,predicted_positive,threshold
679,block_id,2000,0.017,0.918918918918919,1.0,0.9577464788732394,0.9249425525377083,0.9578709218196726,0.001525940996948118,34,3,1963,0,37,1.2729429339548877
680,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8783071590265988,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
681,block_id,2000,0.0145,0.8787878787878788,1.0,0.9354838709677419,0.9025689238127911,0.9364851537608532,0.0020294266869609334,29,4,1967,0,33,1.2729429339548877
682,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8668719611406889,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
683,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8394562709503286,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
684,block_id,2000,0.0115,0.7666666666666667,1.0,0.8679245283018868,0.7926683716965046,0.8740435435381205,0.0035407182599898838,23,7,1970,0,30,1.2729429339548877
685,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9028727120832383,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
686,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8360306735306736,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
687,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8559125085440875,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
688,block_id,2000,0.009,0.72,1.0,0.8372093023255814,0.8060403050108933,0.8470284021366911,0.0035317860746720484,18,7,1975,0,25,1.2729429339548877
689,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.9416242541242541,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
690,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.8538202898550725,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
691,block_id,2000,0.011,0.6285714285714286,1.0,0.7719298245614035,0.7137806637806638,0.7902153323990702,0.006572295247724975,22,13,1965,0,35,1.2729429339548877
692,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8512676090062852,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
693,block_id,2000,0.0125,0.8064516129032258,1.0,0.8928571428571429,0.8656670473838556,0.8966613816373059,0.0030379746835443038,25,6,1969,0,31,1.2729429339548877
694,block_id,2000,0.0145,0.7631578947368421,1.0,0.8656716417910447,0.8255656382335148,0.8715923103673348,0.0045662100456621,29,9,1962,0,38,1.2729429339548877
695,block_id,2000,0.013,0.7428571428571429,1.0,0.8524590163934426,0.7965867465867466,0.8599245642424581,0.004559270516717325,26,9,1965,0,35,1.2729429339548877
696,block_id,2000,0.011,0.6875,1.0,0.8148148148148148,0.8026966089466089,0.8270575959002489,0.005055611729019211,22,10,1968,0,32,1.2729429339548877
697,block_id,2000,0.0105,0.75,1.0,0.8571428571428571,0.7812326562326563,0.864492420454187,0.0035371399696816574,21,7,1972,0,28,1.2729429339548877
698,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.7677022868199339,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
699,block_id,2000,0.0125,0.7142857142857143,1.0,0.8333333333333334,0.781058941058941,0.8430119084317169,0.005063291139240506,25,10,1965,0,35,1.2729429339548877
700,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8781413375066626,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
701,block_id,2000,0.0165,0.825,1.0,0.9041095890410958,0.848078296129239,0.9066774823163426,0.0035587188612099642,33,7,1960,0,40,1.2729429339548877
702,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9230425403544725,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
703,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8522247929989182,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
704,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.8540803709396567,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
705,block_id,2000,0.0095,0.6785714285714286,1.0,0.8085106382978723,0.6935668241362143,0.821881116698941,0.004543160020191822,19,9,1972,0,28,1.2729429339548877
706,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9238171185539606,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
707,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8462184873949579,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
708,block_id,2000,0.0175,0.8536585365853658,1.0,0.9210526315789473,0.9216636588343905,0.9225247669488121,0.0030534351145038168,35,6,1959,0,41,1.2729429339548877
709,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8731558030508555,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
710,block_id,2000,0.0165,0.8918918918918919,1.0,0.9428571428571428,0.883219524128615,0.9434395486161943,0.0020335536349771225,33,4,1963,0,37,1.2729429339548877
711,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8116071428571429,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
712,block_id,2000,0.02,0.8888888888888888,1.0,0.9411764705882353,0.9240424430641822,0.9416057111088185,0.002551020408163265,40,5,1955,0,45,1.2729429339548877
713,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8394184318097361,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
714,block_id,2000,0.0195,0.7959183673469388,1.0,0.8863636363636364,0.8231088519323813,0.889864950503481,0.005099439061703213,39,10,1951,0,49,1.2729429339548877
715,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8570853649751701,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
716,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8664154240942459,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
717,block_id,2000,0.0125,0.6944444444444444,1.0,0.819672131147541,0.7201609821655588,0.831009417878022,0.005569620253164557,25,11,1964,0,36,1.2729429339548877
718,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8004540247358838,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
719,block_id,2000,0.014,0.7368421052631579,1.0,0.8484848484848485,0.7888243335611757,0.8562158509576862,0.005070993914807302,28,10,1962,0,38,1.2729429339548877
720,block_id,2000,0.011,0.8148148148148148,1.0,0.8979591836734694,0.8745404629271907,0.9015293235094667,0.0025278058645096056,22,5,1973,0,27,1.2729429339548877
721,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8460200544455299,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
722,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.7659199362041468,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
723,block_id,2000,0.0195,0.9069767441860465,1.0,0.9512195121951219,0.9245871202937392,0.9513814771852052,0.002039775624681285,39,4,1957,0,43,1.2729429339548877
724,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8854091854091855,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
725,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.9044540229885057,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
726,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.9073904634342224,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
727,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.8570109515378058,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
728,block_id,2000,0.0085,0.85,1.0,0.918918918918919,0.8574866310160428,0.9212567880843691,0.0015128593040847202,17,3,1980,0,20,1.2729429339548877
729,block_id,2000,0.015,0.8823529411764706,1.0,0.9375,0.9472513100710032,0.9383823110014797,0.0020304568527918783,30,4,1966,0,34,1.2729429339548877
730,block_id,2000,0.017,0.7727272727272727,1.0,0.8717948717948718,0.7773806173186979,0.8768105945095694,0.00508646998982706,34,10,1956,0,44,1.2729429339548877
731,block_id,2000,0.012,0.8275862068965517,1.0,0.9056603773584906,0.8615488262813038,0.9085659647177378,0.0025303643724696357,24,5,1971,0,29,1.2729429339548877
732,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.7766008501302619,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
733,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.9176586496667632,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
734,block_id,2000,0.0185,0.8604651162790697,1.0,0.925,0.8648113515075093,0.9261938592871485,0.003056546102903719,37,6,1957,0,43,1.2729429339548877
735,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8092700949843806,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
736,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.789691059201041,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
737,block_id,2000,0.0165,0.7674418604651163,1.0,0.868421052631579,0.8883023650934379,0.8738079165369584,0.005083884087442806,33,10,1957,0,43,1.2729429339548877
738,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8682412381879889,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
739,block_id,2000,0.014,0.8484848484848485,1.0,0.9180327868852459,0.9145989974937343,0.9199638676236758,0.002535496957403651,28,5,1967,0,33,1.2729429339548877
740,block_id,2000,0.017,0.7555555555555555,1.0,0.8607594936708861,0.8087667134516575,0.8667918630390326,0.005595116988809766,34,11,1955,0,45,1.2729429339548877
741,block_id,2000,0.0115,0.8518518518518519,1.0,0.92,0.9002415458937199,0.9220240385258271,0.0020232675771370764,23,4,1973,0,27,1.2729429339548877
742,block_id,2000,0.0175,0.8333333333333334,1.0,0.9090909090909091,0.8576463391680784,0.9112434997633174,0.0035623409669211198,35,7,1958,0,42,1.2729429339548877
743,block_id,2000,0.014,0.8484848484848485,1.0,0.9180327868852459,0.870795870795871,0.9199638676236758,0.002535496957403651,28,5,1967,0,33,1.2729429339548877
744,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.8119305019305019,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
745,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8897248584748585,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
746,block_id,2000,0.013,0.8387096774193549,1.0,0.9122807017543859,0.802016082248895,0.9146503627830495,0.0025329280648429585,26,5,1969,0,31,1.2729429339548877
747,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.8488357843137254,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
748,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8567237128769636,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
749,block_id,2000,0.0135,0.9310344827586207,1.0,0.9642857142857143,0.9457728700015451,0.9644121045005962,0.0010136847440446021,27,2,1971,0,29,1.2729429339548877
750,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8278175618073316,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
751,block_id,2000,0.0155,0.7560975609756098,1.0,0.8611111111111112,0.76045852747653,0.8673278232870495,0.005078720162519045,31,10,1959,0,41,1.2729429339548877
752,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.9104871257215007,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
753,block_id,2000,0.01,0.7407407407407407,1.0,0.851063829787234,0.8000210121262752,0.8591402448635395,0.0035353535353535356,20,7,1973,0,27,1.2729429339548877
754,block_id,2000,0.013,0.7878787878787878,1.0,0.8813559322033898,0.8648332436793975,0.8860501630652016,0.0035460992907801418,26,7,1967,0,33,1.2729429339548877
755,block_id,2000,0.013,0.896551724137931,1.0,0.9454545454545454,0.92057974942036,0.9461443777372139,0.001519756838905775,26,3,1971,0,29,1.2729429339548877
756,block_id,2000,0.013,0.7428571428571429,1.0,0.8524590163934426,0.8162598804704069,0.8599245642424581,0.004559270516717325,26,9,1965,0,35,1.2729429339548877
757,block_id,2000,0.0175,0.7608695652173914,1.0,0.8641975308641975,0.8258765025301757,0.8698334579079334,0.0055979643765903305,35,11,1954,0,46,1.2729429339548877
758,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8625054211931896,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
759,block_id,2000,0.015,0.6666666666666666,1.0,0.8,0.6926091348265261,0.8133821515958456,0.007614213197969543,30,15,1955,0,45,1.2729429339548877
760,block_id,2000,0.015,0.7894736842105263,1.0,0.8823529411764706,0.8624636198647087,0.8867173730711032,0.0040609137055837565,30,8,1962,0,38,1.2729429339548877
761,block_id,2000,0.012,0.8571428571428571,1.0,0.9230769230769231,0.8998316102756893,0.9248825601905315,0.0020242914979757085,24,4,1972,0,28,1.2729429339548877
762,block_id,2000,0.011,0.7586206896551724,1.0,0.8627450980392157,0.8219578227415218,0.8694457921547635,0.003538928210313448,22,7,1971,0,29,1.2729429339548877
763,block_id,2000,0.0135,0.7297297297297297,1.0,0.84375,0.850743797270534,0.8520746154288459,0.00506842372022301,27,10,1963,0,37,1.2729429339548877
764,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.785379580859457,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
765,block_id,2000,0.0155,0.9117647058823529,1.0,0.9538461538461539,0.9343465183573042,0.9541360105057254,0.0015236160487557136,31,3,1966,0,34,1.2729429339548877
766,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.9186329203623128,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
767,block_id,2000,0.0135,0.9642857142857143,1.0,0.9818181818181818,0.9854497354497354,0.981731619856964,0.0005068423720223011,27,1,1972,0,28,1.2729429339548877
768,block_id,2000,0.02,0.851063829787234,1.0,0.9195402298850575,0.8343026763939113,0.9208823573667934,0.0035714285714285713,40,7,1953,0,47,1.2729429339548877
769,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.9347940930758268,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
770,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8065847769502135,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
771,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8442977569815804,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
772,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8890866253941913,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
773,block_id,2000,0.0095,0.7307692307692307,1.0,0.8444444444444444,0.8062897628687102,0.8533387412621971,0.0035335689045936395,19,7,1974,0,26,1.2729429339548877
774,block_id,2000,0.017,0.9444444444444444,1.0,0.9714285714285714,0.9529420502603894,0.9713308739969605,0.001017293997965412,34,2,1964,0,36,1.2729429339548877
775,block_id,2000,0.011,0.8148148148148148,1.0,0.8979591836734694,0.7702020202020201,0.9015293235094667,0.0025278058645096056,22,5,1973,0,27,1.2729429339548877
776,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8124404761904761,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
777,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8454179566563467,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
778,block_id,2000,0.015,0.7894736842105263,1.0,0.8823529411764706,0.8544056353003722,0.8867173730711032,0.0040609137055837565,30,8,1962,0,38,1.2729429339548877
779,block_id,2000,0.0145,0.90625,1.0,0.9508196721311475,0.929299001814882,0.9512468786012946,0.0015220700152207,29,3,1968,0,32,1.2729429339548877
780,block_id,2000,0.0215,0.86,1.0,0.9247311827956989,0.8694286098128363,0.9257018218928261,0.0035769034236075624,43,7,1950,0,50,1.2729429339548877
781,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.7826119005954785,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
782,block_id,2000,0.011,0.7096774193548387,1.0,0.8301886792452831,0.7493708316929037,0.8405048192712754,0.00455005055611729,22,9,1969,0,31,1.2729429339548877
783,block_id,2000,0.01,0.6451612903225806,1.0,0.7843137254901961,0.7132805716957189,0.8009850566220943,0.005555555555555556,20,11,1969,0,31,1.2729429339548877
784,block_id,2000,0.018,0.8181818181818182,1.0,0.9,0.8542464766342475,0.902689925732056,0.004073319755600814,36,8,1956,0,44,1.2729429339548877
785,block_id,2000,0.016,0.7441860465116279,1.0,0.8533333333333334,0.8519317419499106,0.8602479119603501,0.005589430894308943,32,11,1957,0,43,1.2729429339548877
786,block_id,2000,0.017,0.85,1.0,0.918918918918919,0.8778544984427338,0.9205465226185954,0.003051881993896236,34,6,1960,0,40,1.2729429339548877
787,block_id,2000,0.0135,0.84375,1.0,0.9152542372881356,0.8868872549019606,0.9173940040914977,0.002534211860111505,27,5,1968,0,32,1.2729429339548877
788,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8652113019120691,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
789,block_id,2000,0.0115,0.696969696969697,1.0,0.8214285714285714,0.7384730211039563,0.8327330343479731,0.005058168942842691,23,10,1967,0,33,1.2729429339548877
790,block_id,2000,0.016,0.8888888888888888,1.0,0.9411764705882353,0.9150805168558651,0.9418504149573725,0.0020325203252032522,32,4,1964,0,36,1.2729429339548877
791,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8268984155940678,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
792,block_id,2000,0.016,0.7111111111111111,1.0,0.8311688311688312,0.787375116713352,0.8404842240065988,0.0066056910569105695,32,13,1955,0,45,1.2729429339548877
793,block_id,2000,0.016,0.7272727272727273,1.0,0.8421052631578947,0.7834074993633817,0.8501988811285768,0.006097560975609756,32,12,1956,0,44,1.2729429339548877
794,block_id,2000,0.0145,0.8529411764705882,1.0,0.9206349206349206,0.8532142299890778,0.9223759805459846,0.0025367833587011668,29,5,1966,0,34,1.2729429339548877
795,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.8858787593984963,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
796,block_id,2000,0.011,0.6875,1.0,0.8148148148148148,0.7795094398355269,0.8270575959002489,0.005055611729019211,22,10,1968,0,32,1.2729429339548877
797,block_id,2000,0.015,0.8823529411764706,1.0,0.9375,0.8998474945533769,0.9383823110014797,0.0020304568527918783,30,4,1966,0,34,1.2729429339548877
798,block_id,2000,0.011,0.7586206896551724,1.0,0.8627450980392157,0.8308030445054038,0.8694457921547635,0.003538928210313448,22,7,1971,0,29,1.2729429339548877
799,block_id,2000,0.013,0.7027027027027027,1.0,0.8253968253968254,0.8059078901184165,0.8359347658935391,0.005572441742654508,26,11,1963,0,37,1.2729429339548877
800,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.824900994880711,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
801,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8613721804511278,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
802,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8796796979661429,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
803,block_id,2000,0.012,0.6857142857142857,1.0,0.8135593220338984,0.7194416150298504,0.8257705797121274,0.005566801619433198,24,11,1965,0,35,1.2729429339548877
804,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.9023398247776756,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
805,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8819169960474308,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
806,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.8960860981733847,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
807,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9027817650186071,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
808,block_id,2000,0.012,0.8,1.0,0.8888888888888888,0.8664103835978836,0.8930682225913255,0.003036437246963563,24,6,1970,0,30,1.2729429339548877
809,block_id,2000,0.0145,0.7073170731707317,1.0,0.8285714285714286,0.7485136114236198,0.8384573505774902,0.0060882800608828,29,12,1959,0,41,1.2729429339548877
810,block_id,2000,0.019,0.8837209302325582,1.0,0.9382716049382716,0.8942205694108201,0.9388657189170088,0.0025484199796126403,38,5,1957,0,43,1.2729429339548877
811,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8675345911004397,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
812,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.7912465931041781,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
813,block_id,2000,0.0175,0.7954545454545454,1.0,0.8860759493670886,0.8527506921960704,0.889837761725654,0.004580152671755725,35,9,1956,0,44,1.2729429339548877
814,block_id,2000,0.012,0.8275862068965517,1.0,0.9056603773584906,0.8627392004547176,0.9085659647177378,0.0025303643724696357,24,5,1971,0,29,1.2729429339548877
815,block_id,2000,0.0095,0.7307692307692307,1.0,0.8444444444444444,0.809281145772917,0.8533387412621971,0.0035335689045936395,19,7,1974,0,26,1.2729429339548877
816,block_id,2000,0.0165,0.8918918918918919,1.0,0.9428571428571428,0.9269373269373269,0.9434395486161943,0.0020335536349771225,33,4,1963,0,37,1.2729429339548877
817,block_id,2000,0.02,0.8695652173913043,1.0,0.9302325581395349,0.9186157121759633,0.9310764109633277,0.003061224489795918,40,6,1954,0,46,1.2729429339548877
818,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8926239797127955,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
819,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8559841845459036,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
820,block_id,2000,0.0165,0.75,1.0,0.8571428571428571,0.7604340104340104,0.8636004838047856,0.005592272496187087,33,11,1956,0,44,1.2729429339548877
821,block_id,2000,0.0185,0.8409090909090909,1.0,0.9135802469135802,0.8596044378653075,0.9153744774336479,0.003565970453387672,37,7,1956,0,44,1.2729429339548877
822,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8743482443482442,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
823,block_id,2000,0.015,0.7142857142857143,1.0,0.8333333333333334,0.7542354537017205,0.8425762489623394,0.006091370558375634,30,12,1958,0,42,1.2729429339548877
824,block_id,2000,0.01,0.6896551724137931,1.0,0.8163265306122449,0.7736265788557077,0.8285652516100036,0.004545454545454545,20,9,1971,0,29,1.2729429339548877
825,block_id,2000,0.0125,0.8928571428571429,1.0,0.9433962264150944,0.9313766233766234,0.9441932557263539,0.0015189873417721519,25,3,1972,0,28,1.2729429339548877
826,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8746662593305062,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
827,block_id,2000,0.0135,0.7297297297297297,1.0,0.84375,0.8171569838236505,0.8520746154288459,0.00506842372022301,27,10,1963,0,37,1.2729429339548877
828,block_id,2000,0.009,0.75,1.0,0.8571428571428571,0.8539682539682539,0.8647135745984641,0.0030272452068617556,18,6,1976,0,24,1.2729429339548877
829,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.859558540265062,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
830,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8852567693744163,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
831,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8714498221077168,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
832,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8162253459736297,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
833,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8499097416744475,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
834,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.8932234432234432,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
835,block_id,2000,0.016,0.7619047619047619,1.0,0.8648648648648649,0.8806229967948718,0.870651075126345,0.00508130081300813,32,10,1958,0,42,1.2729429339548877
836,block_id,2000,0.0165,0.7333333333333333,1.0,0.8461538461538461,0.7949623216289883,0.8537326954828329,0.006100660904931368,33,12,1955,0,45,1.2729429339548877
837,block_id,2000,0.0175,0.8974358974358975,1.0,0.9459459459459459,0.8913041020604046,0.9463662377295586,0.002035623409669211,35,4,1961,0,39,1.2729429339548877
838,block_id,2000,0.019,0.8837209302325582,1.0,0.9382716049382716,0.9279514526702376,0.9388657189170088,0.0025484199796126403,38,5,1957,0,43,1.2729429339548877
839,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8947254340332624,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
840,block_id,2000,0.012,0.7741935483870968,1.0,0.8727272727272727,0.8041402881668485,0.878322810762631,0.00354251012145749,24,7,1969,0,31,1.2729429339548877
841,block_id,2000,0.0165,0.868421052631579,1.0,0.9295774647887324,0.9199041381150805,0.930705956060367,0.002541942043721403,33,5,1962,0,38,1.2729429339548877
842,block_id,2000,0.0105,0.7,1.0,0.8235294117647058,0.7083524318818436,0.834755397722762,0.004547751389590703,21,9,1970,0,30,1.2729429339548877
843,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.9152434185455387,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
844,block_id,2000,0.014,0.8,1.0,0.8888888888888888,0.8236567354214414,0.8928383075382171,0.0035496957403651115,28,7,1965,0,35,1.2729429339548877
845,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8571054850946155,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
846,block_id,2000,0.0175,0.8974358974358975,1.0,0.9459459459459459,0.965388653610971,0.9463662377295586,0.002035623409669211,35,4,1961,0,39,1.2729429339548877
847,block_id,2000,0.012,0.75,1.0,0.8571428571428571,0.8140350877192983,0.864270537941122,0.004048582995951417,24,8,1968,0,32,1.2729429339548877
848,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.8546327390720984,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
849,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8516564619539448,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
