replicate,resampling_unit,n,prevalence,precision,recall,f1,pr_auc,mcc,fpr,tp,fp,tn,fn,predicted_positive,threshold
337,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.864716654118828,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
338,block_id,2000,0.0095,0.7307692307692307,1.0,0.8444444444444444,0.8277714932126696,0.8533387412621971,0.0035335689045936395,19,7,1974,0,26,1.2729429339548877
339,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8551906318082789,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
340,block_id,2000,0.0175,0.7954545454545454,1.0,0.8860759493670886,0.8186295609152752,0.889837761725654,0.004580152671755725,35,9,1956,0,44,1.2729429339548877
341,block_id,2000,0.0155,0.6888888888888889,1.0,0.8157894736842105,0.7713100196971165,0.8270373301388877,0.007110208227526663,31,14,1955,0,45,1.2729429339548877
342,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.778993978765784,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
343,block_id,2000,0.015,0.7692307692307693,1.0,0.8695652173913043,0.8038391735306436,0.87505229385766,0.004568527918781726,30,9,1961,0,39,1.2729429339548877
344,block_id,2000,0.012,0.75,1.0,0.8571428571428571,0.8551637405804072,0.864270537941122,0.004048582995951417,24,8,1968,0,32,1.2729429339548877
345,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.7971421568627451,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
346,block_id,2000,0.011,0.7096774193548387,1.0,0.8301886792452831,0.8055005994502831,0.8405048192712754,0.00455005055611729,22,9,1969,0,31,1.2729429339548877
347,block_id,2000,0.018,0.8372093023255814,1.0,0.9113924050632911,0.8741975572159681,0.9133593809578395,0.003564154786150713,36,7,1957,0,43,1.2729429339548877
348,block_id,2000,0.0155,0.7560975609756098,1.0,0.8611111111111112,0.8051151491419506,0.8673278232870495,0.005078720162519045,31,10,1959,0,41,1.2729429339548877
349,block_id,2000,0.0085,0.7391304347826086,1.0,0.85,0.7514812772353767,0.8584253223619528,0.0030257186081694403,17,6,1977,0,23,1.2729429339548877
350,block_id,2000,0.0135,0.9,1.0,0.9473684210526315,0.942283950617284,0.9479617743324569,0.0015205271160669033,27,3,1970,0,30,1.2729429339548877
351,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.851996336996337,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
352,block_id,2000,0.0105,0.7777777777777778,1.0,0.875,0.7877693873934475,0.8805791755797184,0.003031834259727135,21,6,1973,0,27,1.2729429339548877
353,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.8512580922763988,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
354,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8488222304011778,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
355,block_id,2000,0.0125,0.8064516129032258,1.0,0.8928571428571429,0.8544520218953455,0.8966613816373059,0.0030379746835443038,25,6,1969,0,31,1.2729429339548877
356,block_id,2000,0.018,0.8372093023255814,1.0,0.9113924050632911,0.8811797725315168,0.9133593809578395,0.003564154786150713,36,7,1957,0,43,1.2729429339548877
357,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.8298660857405012,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
358,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.9057414632519675,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
359,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.8357675791733763,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
360,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.9321142857142858,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
361,block_id,2000,0.0175,0.7954545454545454,1.0,0.8860759493670886,0.7921050426653142,0.889837761725654,0.004580152671755725,35,9,1956,0,44,1.2729429339548877
362,block_id,2000,0.013,0.8125,1.0,0.896551724137931,0.8593647271531887,0.9000168860286889,0.00303951367781155,26,6,1968,0,32,1.2729429339548877
363,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8234327573055578,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
364,block_id,2000,0.0155,0.7948717948717948,1.0,0.8857142857142857,0.839158690771594,0.8897427997701406,0.004062976130015236,31,8,1961,0,39,1.2729429339548877
365,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.9032832363714716,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
366,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8498431940866151,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
367,block_id,2000,0.011,0.7586206896551724,1.0,0.8627450980392157,0.7834919390953874,0.8694457921547635,0.003538928210313448,22,7,1971,0,29,1.2729429339548877
368,block_id,2000,0.018,0.8571428571428571,1.0,0.9230769230769231,0.9112593324549846,0.9244048325505596,0.003054989816700611,36,6,1958,0,42,1.2729429339548877
369,block_id,2000,0.0115,0.8214285714285714,1.0,0.9019607843137255,0.8781573498964803,0.90518015288902,0.0025290844714213456,23,5,1972,0,28,1.2729429339548877
370,block_id,2000,0.0125,0.8064516129032258,1.0,0.8928571428571429,0.8965448028673835,0.8966613816373059,0.0030379746835443038,25,6,1969,0,31,1.2729429339548877
371,block_id,2000,0.0195,0.78,1.0,0.8764044943820225,0.7758524109321918,0.8806955667454325,0.0056093829678735335,39,11,1950,0,50,1.2729429339548877
372,block_id,2000,0.0135,0.7941176470588235,1.0,0.8852459016393442,0.846647300895667,0.889550560539154,0.0035478966041561076,27,7,1966,0,34,1.2729429339548877
373,block_id,2000,0.0165,0.8918918918918919,1.0,0.9428571428571428,0.9200468320702925,0.9434395486161943,0.0020335536349771225,33,4,1963,0,37,1.2729429339548877
374,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.8638246500088606,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
375,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8843482443482443,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
376,block_id,2000,0.019,0.7916666666666666,1.0,0.8837209302325582,0.8740257841573632,0.8874861510838427,0.0050968399592252805,38,10,1952,0,48,1.2729429339548877
377,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8829101851173159,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
378,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.8336820432455863,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
379,block_id,2000,0.016,0.8,1.0,0.8888888888888888,0.8664650537634409,0.8926073982886736,0.0040650406504065045,32,8,1960,0,40,1.2729429339548877
380,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.8863549965440722,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
381,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.8458565045848667,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
382,block_id,2000,0.0085,0.68,1.0,0.8095238095238095,0.7685294117647059,0.8229560631013418,0.004034291477559254,17,8,1975,0,25,1.2729429339548877
383,block_id,2000,0.0195,0.8297872340425532,1.0,0.9069767441860465,0.8465775200234035,0.9090665951926787,0.00407955124936257,39,8,1953,0,47,1.2729429339548877
384,block_id,2000,0.019,0.7916666666666666,1.0,0.8837209302325582,0.8239599969062212,0.8874861510838427,0.0050968399592252805,38,10,1952,0,48,1.2729429339548877
385,block_id,2000,0.0115,0.7419354838709677,1.0,0.8518518518518519,0.8022325566136004,0.8596122473844126,0.004046535154274153,23,8,1969,0,31,1.2729429339548877
386,block_id,2000,0.018,0.8372093023255814,1.0,0.9113924050632911,0.8669780950241011,0.9133593809578395,0.003564154786150713,36,7,1957,0,43,1.2729429339548877
387,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8669145289694826,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
388,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.7864603564603565,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
389,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.7922527850546426,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
390,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8764323911382736,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
391,block_id,2000,0.0135,0.75,1.0,0.8571428571428571,0.7643311185622846,0.8640479234329828,0.00456158134820071,27,9,1964,0,36,1.2729429339548877
392,block_id,2000,0.0135,0.675,1.0,0.8059701492537313,0.7841943674458137,0.8188726751977405,0.006588950836289914,27,13,1960,0,40,1.2729429339548877
393,block_id,2000,0.0125,0.8333333333333334,1.0,0.9090909090909091,0.9084173669467787,0.9117146640764221,0.002531645569620253,25,5,1970,0,30,1.2729429339548877
394,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8095815295815295,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
395,block_id,2000,0.0155,0.8857142857142857,1.0,0.9393939393939394,0.9268100279160901,0.9401675210907099,0.002031488065007618,31,4,1965,0,35,1.2729429339548877
396,block_id,2000,0.016,0.7804878048780488,1.0,0.8767123287671232,0.863687797869358,0.8814298048581781,0.004573170731707317,32,9,1959,0,41,1.2729429339548877
397,block_id,2000,0.0205,0.8723404255319149,1.0,0.9318181818181818,0.9092926227597151,0.9325602567652809,0.0030627871362940277,41,6,1953,0,47,1.2729429339548877
398,block_id,2000,0.014,0.7368421052631579,1.0,0.8484848484848485,0.762205513784461,0.8562158509576862,0.005070993914807302,28,10,1962,0,38,1.2729429339548877
399,block_id,2000,0.0155,0.8611111111111112,1.0,0.9253731343283582,0.9141071774311607,0.9267817649964993,0.0025393600812595226,31,5,1964,0,36,1.2729429339548877
400,block_id,2000,0.016,0.8421052631578947,1.0,0.9142857142857143,0.8654237212142675,0.9162629912109846,0.003048780487804878,32,6,1962,0,38,1.2729429339548877
401,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8847532675657676,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
402,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8249604666427974,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
403,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8554460864805692,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
404,block_id,2000,0.011,0.8461538461538461,1.0,0.9166666666666666,0.8651446592623062,0.9189356430295749,0.0020222446916076846,22,4,1974,0,26,1.2729429339548877
405,block_id,2000,0.0105,0.7777777777777778,1.0,0.875,0.8550768260520581,0.8805791755797184,0.003031834259727135,21,6,1973,0,27,1.2729429339548877
406,block_id,2000,0.013,0.7222222222222222,1.0,0.8387096774193549,0.7989937839937838,0.847681277574763,0.005065856129685917,26,10,1964,0,36,1.2729429339548877
407,block_id,2000,0.014,0.9032258064516129,1.0,0.9491525423728814,0.9169840144494523,0.9496587443293243,0.0015212981744421906,28,3,1969,0,31,1.2729429339548877
408,block_id,2000,0.0165,0.717391304347826,1.0,0.8354430379746836,0.7956421868349701,0.8441860161363662,0.0066090493136756485,33,13,1954,0,46,1.2729429339548877
409,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.7846015096015097,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
410,block_id,2000,0.0175,0.7954545454545454,1.0,0.8860759493670886,0.8256256526555587,0.889837761725654,0.004580152671755725,35,9,1956,0,44,1.2729429339548877
411,block_id,2000,0.0085,0.5862068965517241,1.0,0.7391304347826086,0.7294329305935268,0.7633213624165489,0.006051437216338881,17,12,1971,0,29,1.2729429339548877
412,block_id,2000,0.017,0.9444444444444444,1.0,0.9714285714285714,0.954579868066938,0.9713308739969605,0.001017293997965412,34,2,1964,0,36,1.2729429339548877
413,block_id,2000,0.0135,0.8181818181818182,1.0,0.9,0.9061747784097136,0.9031576179720688,0.0030410542321338066,27,6,1967,0,33,1.2729429339548877
414,block_id,2000,0.014,0.7368421052631579,1.0,0.8484848484848485,0.8100805258814412,0.8562158509576862,0.005070993914807302,28,10,1962,0,38,1.2729429339548877
415,block_id,2000,0.0095,0.7037037037037037,1.0,0.8260869565217391,0.7698019558700673,0.8371749468746736,0.004038364462392731,19,8,1973,0,27,1.2729429339548877
416,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8793075871973923,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
417,block_id,2000,0.016,0.7272727272727273,1.0,0.8421052631578947,0.8173112333268584,0.8501988811285768,0.006097560975609756,32,12,1956,0,44,1.2729429339548877
418,block_id,2000,0.019,0.76,1.0,0.8636363636363636,0.7912180650565406,0.869109706514193,0.0061162079510703364,38,12,1950,0,50,1.2729429339548877
419,block_id,2000,0.0125,0.7142857142857143,1.0,0.8333333333333334,0.7879980861244019,0.8430119084317169,0.005063291139240506,25,10,1965,0,35,1.2729429339548877
420,block_id,2000,0.0155,0.8611111111111112,1.0,0.9253731343283582,0.8732506537797159,0.9267817649964993,0.0025393600812595226,31,5,1964,0,36,1.2729429339548877
421,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8588868985420709,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
422,block_id,2000,0.0205,0.8541666666666666,1.0,0.9213483146067416,0.8883582676619606,0.9225586779213175,0.0035732516590096988,41,7,1952,0,48,1.2729429339548877
423,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8519399617403247,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
424,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8315938799762328,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
425,block_id,2000,0.017,0.8947368421052632,1.0,0.9444444444444444,0.9216758473724418,0.9449425491884672,0.002034587995930824,34,4,1962,0,38,1.2729429339548877
426,block_id,2000,0.013,0.8666666666666667,1.0,0.9285714285714286,0.8758547008547009,0.9300056468690797,0.002026342451874367,26,4,1970,0,30,1.2729429339548877
427,block_id,2000,0.0155,0.7948717948717948,1.0,0.8857142857142857,0.8182976771594179,0.8897427997701406,0.004062976130015236,31,8,1961,0,39,1.2729429339548877
428,block_id,2000,0.0165,0.825,1.0,0.9041095890410958,0.843975468975469,0.9066774823163426,0.0035587188612099642,33,7,1960,0,40,1.2729429339548877
429,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8560187044070102,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
430,block_id,2000,0.022,0.88,1.0,0.9361702127659575,0.8880426087322639,0.9366432690714925,0.003067484662576687,44,6,1950,0,50,1.2729429339548877
431,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7964816933638444,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
432,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8607294666118195,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
433,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.8383430420468723,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
434,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.8711057692307693,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
435,block_id,2000,0.016,0.7619047619047619,1.0,0.8648648648648649,0.7681299183272867,0.870651075126345,0.00508130081300813,32,10,1958,0,42,1.2729429339548877
436,block_id,2000,0.0195,0.8297872340425532,1.0,0.9069767441860465,0.8319745238030776,0.9090665951926787,0.00407955124936257,39,8,1953,0,47,1.2729429339548877
437,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7254433638443936,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
438,block_id,2000,0.017,0.85,1.0,0.918918918918919,0.9128835240727824,0.9205465226185954,0.003051881993896236,34,6,1960,0,40,1.2729429339548877
439,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8602241556664033,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
440,block_id,2000,0.014,0.9333333333333333,1.0,0.9655172413793104,0.9324244677628136,0.9656017542458015,0.0010141987829614604,28,2,1970,0,30,1.2729429339548877
441,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.761734296071864,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
442,block_id,2000,0.0145,0.8285714285714286,1.0,0.90625,0.8622120795103269,0.9088724559131685,0.0030441400304414,29,6,1965,0,35,1.2729429339548877
443,block_id,2000,0.0125,0.7575757575757576,1.0,0.8620689655172413,0.742948717948718,0.868623679322207,0.004050632911392405,25,8,1967,0,33,1.2729429339548877
444,block_id,2000,0.0125,0.6944444444444444,1.0,0.819672131147541,0.7995783926218708,0.831009417878022,0.005569620253164557,25,11,1964,0,36,1.2729429339548877
445,block_id,2000,0.017,0.8717948717948718,1.0,0.9315068493150684,0.8584895496660203,0.9325114972849058,0.00254323499491353,34,5,1961,0,39,1.2729429339548877
446,block_id,2000,0.015,0.7894736842105263,1.0,0.8823529411764706,0.8612302495368857,0.8867173730711032,0.0040609137055837565,30,8,1962,0,38,1.2729429339548877
447,block_id,2000,0.015,0.8108108108108109,1.0,0.8955223880597015,0.8941169915192904,0.898849129258262,0.003553299492385787,30,7,1963,0,37,1.2729429339548877
448,block_id,2000,0.0135,0.8709677419354839,1.0,0.9310344827586207,0.8862646372766549,0.932310017381758,0.0020273694880892043,27,4,1969,0,31,1.2729429339548877
449,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8599520705898067,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
450,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8529175727451589,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
451,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.7978497013538617,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
452,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.822188629682909,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
453,block_id,2000,0.018,0.8372093023255814,1.0,0.9113924050632911,0.8891483308537573,0.9133593809578395,0.003564154786150713,36,7,1957,0,43,1.2729429339548877
454,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8446890813713943,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
455,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8403881586699661,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
456,block_id,2000,0.0185,0.8604651162790697,1.0,0.925,0.8744631735329409,0.9261938592871485,0.003056546102903719,37,6,1957,0,43,1.2729429339548877
457,block_id,2000,0.015,0.9090909090909091,1.0,0.9523809523809523,0.9477671451355663,0.9527363259009695,0.0015228426395939086,30,3,1967,0,33,1.2729429339548877
458,block_id,2000,0.0135,0.7714285714285715,1.0,0.8709677419354839,0.8389181708479954,0.876527597929844,0.0040547389761784085,27,8,1965,0,35,1.2729429339548877
459,block_id,2000,0.0105,0.65625,1.0,0.7924528301886793,0.7648894557823129,0.8078380558046679,0.0055583628094997475,21,11,1968,0,32,1.2729429339548877
460,block_id,2000,0.0115,0.6571428571428571,1.0,0.7931034482758621,0.7770069543982587,0.8081795157226171,0.006069802731411229,23,12,1965,0,35,1.2729429339548877
461,block_id,2000,0.019,0.8444444444444444,1.0,0.9156626506024096,0.8984441535688072,0.917295833258274,0.003567787971457696,38,7,1955,0,45,1.2729429339548877
462,block_id,2000,0.0165,0.8461538461538461,1.0,0.9166666666666666,0.8519584990173226,0.9184621915514279,0.003050330452465684,33,6,1961,0,39,1.2729429339548877
463,block_id,2000,0.0145,0.7837837837837838,1.0,0.8787878787878788,0.8129020247427954,0.8835171307499067,0.004058853373921867,29,8,1963,0,37,1.2729429339548877
464,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8290212293204056,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
465,block_id,2000,0.01,0.8695652173913043,1.0,0.9302325581395349,0.8980978260869565,0.9317980974087954,0.0015151515151515152,20,3,1977,0,23,1.2729429339548877
466,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.9002157285353084,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
467,block_id,2000,0.0105,0.875,1.0,0.9333333333333333,0.8751082251082252,0.9347050724754677,0.0015159171298635675,21,3,1976,0,24,1.2729429339548877
468,block_id,2000,0.013,0.6666666666666666,1.0,0.8,0.7932079152731326,0.8138035745933652,0.006585612968591692,26,13,1961,0,39,1.2729429339548877
469,block_id,2000,0.0165,0.8461538461538461,1.0,0.9166666666666666,0.8539298177456073,0.9184621915514279,0.003050330452465684,33,6,1961,0,39,1.2729429339548877
470,block_id,2000,0.011,0.8148148148148148,1.0,0.8979591836734694,0.8786313767931415,0.9015293235094667,0.0025278058645096056,22,5,1973,0,27,1.2729429339548877
471,block_id,2000,0.016,0.8205128205128205,1.0,0.9014084507042254,0.9032808224384312,0.9042092289893151,0.003556910569105691,32,7,1961,0,39,1.2729429339548877
472,block_id,2000,0.02,0.851063829787234,1.0,0.9195402298850575,0.879360468991628,0.9208823573667934,0.0035714285714285713,40,7,1953,0,47,1.2729429339548877
473,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8867129387640224,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
474,block_id,2000,0.013,0.7647058823529411,1.0,0.8666666666666667,0.8346118965314011,0.8727008481534332,0.004052684903748734,26,8,1966,0,34,1.2729429339548877
475,block_id,2000,0.0115,0.71875,1.0,0.8363636363636363,0.7535443953602521,0.8458593245718218,0.004552352048558422,23,9,1968,0,32,1.2729429339548877
476,block_id,2000,0.0165,0.8048780487804879,1.0,0.8918918918918919,0.8812794402225297,0.8953236975624325,0.004067107269954245,33,8,1959,0,41,1.2729429339548877
477,block_id,2000,0.012,0.7272727272727273,1.0,0.8421052631578947,0.8564310689310689,0.8508585371705686,0.004554655870445344,24,9,1967,0,33,1.2729429339548877
478,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.848404012767898,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
479,block_id,2000,0.017,0.7906976744186046,1.0,0.8831168831168831,0.822120453744792,0.8871741657791011,0.004577822990844354,34,9,1957,0,43,1.2729429339548877
480,block_id,2000,0.016,0.8648648648648649,1.0,0.927536231884058,0.8975470035252644,0.9287989801859037,0.002540650406504065,32,5,1963,0,37,1.2729429339548877
481,block_id,2000,0.0125,0.8620689655172413,1.0,0.9259259259259259,0.8894373289545703,0.9275359847765661,0.0020253164556962027,25,4,1971,0,29,1.2729429339548877
482,block_id,2000,0.014,0.8235294117647058,1.0,0.9032258064516129,0.8426294430815804,0.906103605656258,0.0030425963488843813,28,6,1966,0,34,1.2729429339548877
483,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8670042586850735,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
484,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8076678876678877,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
485,block_id,2000,0.0195,0.8297872340425532,1.0,0.9069767441860465,0.8386728043557145,0.9090665951926787,0.00407955124936257,39,8,1953,0,47,1.2729429339548877
486,block_id,2000,0.0125,0.78125,1.0,0.8771929824561403,0.8365476190476191,0.8823157103090865,0.0035443037974683543,25,7,1968,0,32,1.2729429339548877
487,block_id,2000,0.02,0.851063829787234,1.0,0.9195402298850575,0.8863977157594178,0.9208823573667934,0.0035714285714285713,40,7,1953,0,47,1.2729429339548877
488,block_id,2000,0.0175,0.813953488372093,1.0,0.8974358974358975,0.805578995939461,0.9003553092093525,0.004071246819338422,35,8,1957,0,43,1.2729429339548877
489,block_id,2000,0.017,0.8095238095238095,1.0,0.8947368421052632,0.8301424192505785,0.897902953928349,0.004069175991861648,34,8,1958,0,42,1.2729429339548877
490,block_id,2000,0.0145,0.8055555555555556,1.0,0.8923076923076924,0.8481009495252373,0.8959322673375348,0.0035514967021816335,29,7,1964,0,36,1.2729429339548877
491,block_id,2000,0.0215,0.8269230769230769,1.0,0.9052631578947369,0.9012728397673317,0.9072596984166411,0.004598875830352581,43,9,1948,0,52,1.2729429339548877
492,block_id,2000,0.014,0.7567567567567568,1.0,0.8615384615384616,0.8219906594906595,0.867930296014089,0.004563894523326572,28,9,1963,0,37,1.2729429339548877
493,block_id,2000,0.017,0.8947368421052632,1.0,0.9444444444444444,0.9054792139202993,0.9449425491884672,0.002034587995930824,34,4,1962,0,38,1.2729429339548877
494,block_id,2000,0.0115,0.8846153846153846,1.0,0.9387755102040817,0.8415074056378404,0.9398260607133311,0.0015174506828528073,23,3,1974,0,26,1.2729429339548877
495,block_id,2000,0.0155,0.8378378378378378,1.0,0.9117647058823529,0.8899559716486736,0.9139391399244639,0.0030472320975114273,31,6,1963,0,37,1.2729429339548877
496,block_id,2000,0.0155,0.8157894736842105,1.0,0.8985507246376812,0.8412093264263703,0.9016037140397941,0.0035551041137633316,31,7,1962,0,38,1.2729429339548877
497,block_id,2000,0.013,0.896551724137931,1.0,0.9454545454545454,0.9115894715364212,0.9461443777372139,0.001519756838905775,26,3,1971,0,29,1.2729429339548877
498,block_id,2000,0.014,0.7777777777777778,1.0,0.875,0.8938006438006438,0.8801264072138905,0.004056795131845842,28,8,1964,0,36,1.2729429339548877
499,block_id,2000,0.0125,0.8928571428571429,1.0,0.9433962264150944,0.8726207126207127,0.9441932557263539,0.0015189873417721519,25,3,1972,0,28,1.2729429339548877
500,block_id,2000,0.0105,0.75,1.0,0.8571428571428571,0.8072318477352802,0.864492420454187,0.0035371399696816574,21,7,1972,0,28,1.2729429339548877
501,block_id,2000,0.0115,0.7419354838709677,1.0,0.8518518518518519,0.8518759356066509,0.8596122473844126,0.004046535154274153,23,8,1969,0,31,1.2729429339548877
502,block_id,2000,0.017,0.8292682926829268,1.0,0.9066666666666666,0.8240652008265088,0.9090190640926923,0.003560528992878942,34,7,1959,0,41,1.2729429339548877
503,block_id,2000,0.015,0.8333333333333334,1.0,0.9090909090909091,0.8763315560142185,0.911479710288355,0.003045685279187817,30,6,1964,0,36,1.2729429339548877
504,block_id,2000,0.018,0.9230769230769231,1.0,0.96,0.9411069305091045,0.9600348575843002,0.0015274949083503055,36,3,1961,0,39,1.2729429339548877
505,block_id,2000,0.014,0.875,1.0,0.9333333333333333,0.9158029878618112,0.9344651690297597,0.002028397565922921,28,4,1968,0,32,1.2729429339548877
506,block_id,2000,0.0195,0.8478260869565217,1.0,0.9176470588235294,0.8861153838665083,0.9191298497659467,0.0035696073431922487,39,7,1954,0,46,1.2729429339548877
507,block_id,2000,0.0135,0.7297297297297297,1.0,0.84375,0.786378980047935,0.8520746154288459,0.00506842372022301,27,10,1963,0,37,1.2729429339548877
